"impcParameterOrigId","name","description","parameterId","parameter_group"
27340,"Age of set up (Female screen)","","IMPC_FER_021_001","Others"
27341,"Time spent in  breeding (Male screen)","","IMPC_FER_022_001","Others"
27342,"Time spent in breeding (Female screen)","","IMPC_FER_023_001","Others"
27568,"Adrenal gland","adrenal","IMPC_ALZ_001_001","Kidney"
27569,"Lower Urinary Tract","lower_urinary_tract","IMPC_ALZ_002_001","Others"
27570,"Brain","brain","IMPC_ALZ_003_001","Brain"
27571,"Eye","eye","IMPC_ALZ_004_001","Others"
27572,"Heart","heart","IMPC_ALZ_005_001","Cardiovascular"
27573,"Kidney","kidney","IMPC_ALZ_006_001","Kidney"
27574,"Liver","liver","IMPC_ALZ_007_001","Liver"
27575,"Lymph Node","lymph_node","IMPC_ALZ_008_001","Others"
27576,"Mammary gland","mammary_gland","IMPC_ALZ_009_001","Others"
27577,"Ovary","ovary","IMPC_ALZ_010_001","Reproductive"
27578,"Oviduct","oviduct","IMPC_ALZ_011_001","Others"
27579,"Skin","skin_with_mg","IMPC_ALZ_012_001","Skin"
27580,"Stomach","stomach","IMPC_ALZ_013_001","Digestive"
27581,"Testis","testis_epididymus","IMPC_ALZ_014_001","Reproductive"
27582,"Thymus","thymus","IMPC_ALZ_015_001","Others"
27583,"Trachea","trachea","IMPC_ALZ_016_001","Others"
27584,"Uterus","uterus","IMPC_ALZ_017_001","Reproductive"
27585,"Large Intestine","large_intestine","IMPC_ALZ_018_001","Others"
27586,"Esophagus","esophagus","IMPC_ALZ_019_001","Others"
27587,"Spinal cord","spinal_cord","IMPC_ALZ_020_001","Others"
27588,"Thyroid gland","thyroid","IMPC_ALZ_021_001","Others"
27589,"Pituitary gland","pituitary","IMPC_ALZ_022_001","Others"
27590,"Skeletal Muscle","skeletal_muscle","IMPC_ALZ_023_001","Bone"
27591,"Small Intestine","small_intestine","IMPC_ALZ_024_001","Others"
27592,"White Adipose Tissue","white_adipose_tissue","IMPC_ALZ_025_001","Others"
27593,"Lung","lungs","IMPC_ALZ_026_001","Respiratory"
27594,"Aorta","aorta","IMPC_ALZ_027_001","Others"
27595,"Pancreas","pancreas","IMPC_ALZ_028_001","Others"
27596,"Prostate gland","prostate","IMPC_ALZ_029_001","Others"
27597,"Spleen","spleen","IMPC_ALZ_030_001","Others"
27598,"Brainstem","brainstem","IMPC_ALZ_031_001","Brain"
27599,"Cartilage tissue","cartilage","IMPC_ALZ_032_001","Others"
27600,"Cerebral Cortex","cerebral_cortex","IMPC_ALZ_033_001","Brain"
27601,"Cerebellum","cerebellum","IMPC_ALZ_034_001","Brain"
27602,"Hippocampus","hippocampus","IMPC_ALZ_035_001","Brain"
27603,"Hypothalamus","hypothalamus","IMPC_ALZ_036_001","Brain"
27604,"Olfactory Lobe","olfactory_lobe","IMPC_ALZ_037_001","Brain"
27605,"Peripheral Nervous System","peripheral_nervous_system","IMPC_ALZ_038_001","Brain"
27606,"Peyers Patch","peyers_patch","IMPC_ALZ_039_001","Others"
27607,"Striatum","straiatum","IMPC_ALZ_040_001","Others"
27608,"Vascular System","vascular_system","IMPC_ALZ_041_001","Cardiovascular"
27609,"Urinary bladder","urinary bladder","IMPC_ALZ_042_001","Others"
27610,"Bone","bone","IMPC_ALZ_043_001","Bone"
27611,"Cecum","cecum","IMPC_ALZ_044_001","Others"
27612,"Colon","colon","IMPC_ALZ_045_001","Digestive"
27613,"Duodenum","duodenum","IMPC_ALZ_046_001","Others"
27614,"Ileum","ileum","IMPC_ALZ_047_001","Others"
27615,"Jejunum","jejunum","IMPC_ALZ_048_001","Others"
27616,"Gonadal fat pad","adipose_gonad","IMPC_ALZ_049_001","Reproductive"
27617,"Bone  Marrow","bone_marrow","IMPC_ALZ_050_001","Bone"
27618,"Vas Deferens","vas_deferens","IMPC_ALZ_051_001","Others"
27619,"Brown adipose tissue","adipose_brown","IMPC_ALZ_052_001","Others"
27620,"Mesenteric adipose tissue","adipose_mesenteric","IMPC_ALZ_053_001","Others"
27621,"Blood","blood_smear","IMPC_ALZ_054_001","Blood"
27622,"Diaphragm","diaphragm","IMPC_ALZ_055_001","Others"
27623,"Gall Bladder","gall_bladder","IMPC_ALZ_056_001","Others"
27624,"Harderian Gland","hardarian_gland","IMPC_ALZ_057_001","Others"
27625,"Hindlimb","hind_limb","IMPC_ALZ_058_001","Motor_Function"
27626,"Quadriceps","muscle_quad","IMPC_ALZ_059_001","Others"
27627,"Parathyroid gland","parathyroid","IMPC_ALZ_060_001","Others"
27628,"Parotid gland","parotid_gland","IMPC_ALZ_061_001","Others"
27629,"Penis","penis","IMPC_ALZ_062_001","Others"
27630,"Stomach pyloric region","pylorus","IMPC_ALZ_063_001","Digestive"
27631,"Chest bone","ribcage","IMPC_ALZ_064_001","Bone"
27632,"Sciatic nerve","sciatic_nerve_quad","IMPC_ALZ_065_001","Others"
27633,"Cranium","skull","IMPC_ALZ_066_001","Others"
27634,"Sublingual Gland","sublingual_gland","IMPC_ALZ_067_001","Others"
27635,"Submandibular Gland","submandibular_gland","IMPC_ALZ_068_001","Others"
27636,"Tongue","tongue","IMPC_ALZ_069_001","Others"
27637,"Trigeminal V nerve","trigeminal_nerve","IMPC_ALZ_070_001","Others"
27638,"Vagina","vagina","IMPC_ALZ_071_001","Others"
27639,"Vesicular Gland","vesicular_gland","IMPC_ALZ_072_001","Others"
27640,"Mesenteric Lymph Node","mesenteric_lymph_node","IMPC_ALZ_073_001","Others"
27641,"Oral epithelium","oral_epithelia","IMPC_ALZ_074_001","Others"
27642,"LacZ Images Section","lacz_images_section","IMPC_ALZ_075_001","Imaging"
27643,"LacZ Images Wholemount","lacz_images_wholemount","IMPC_ALZ_076_001","Imaging"
27644,"Free Ontology","free_ontology","IMPC_ALZ_077_001","Others"
27645,"Free Ontology Annotation reason","free_ontology_annotation_reason","IMPC_ALZ_078_001","Others"
27646,"Free text comment","free_text_comment","IMPC_ALZ_079_001","Others"
27647,"Microscope equipment id","microscope_equipment_id","IMPC_ALZ_080_001","General_and_Equipment"
27648,"Microscope equipment manufacturer","microscope_equipment_manufacturer","IMPC_ALZ_081_001","General_and_Equipment"
27649,"Microscope equipment model","microscope_equipment_model","IMPC_ALZ_082_001","General_and_Equipment"
27650,"Date Microscope last calibrated","date_microscope_last_calibrated","IMPC_ALZ_083_001","Others"
27651,"Detector equipment manufacturer","detector_equipment_manufacturer","IMPC_ALZ_084_001","General_and_Equipment"
27652,"Detector equipment model","detector_equipment_model","IMPC_ALZ_085_001","General_and_Equipment"
27653,"Objective equipment company","objective_equipment_company","IMPC_ALZ_086_001","General_and_Equipment"
27654,"Objective equipment model","objective_equipment_model","IMPC_ALZ_087_001","General_and_Equipment"
27655,"Objective magnification","objective_magnification","IMPC_ALZ_088_001","Others"
27656,"Illumination source manufacturer","illumination_source_manufacturer","IMPC_ALZ_089_001","Others"
27657,"Illumination source model","illumination_source_model","IMPC_ALZ_090_001","Others"
27658,"Sample preparation stain name","sample_preparation_stain_name","IMPC_ALZ_091_001","Others"
27659,"Sample preparation reference impc","sample_preparation_reference_impc","IMPC_ALZ_092_001","Others"
27660,"Bit Depth","bit_depth","IMPC_ALZ_093_001","Others"
27661,"Colorspace","colorspace","IMPC_ALZ_094_001","Others"
27662,"Experimental category","experimental_category","IMPC_ALZ_095_001","Others"
27663,"Orientation","orientation","IMPC_ALZ_096_001","Others"
27664,"Pixels per millimeter before processing","pixels_per_millimeter_before_processing","IMPC_ALZ_097_001","Others"
27665,"Pixels per millimeter after processing","pixels_per_millimeter_after_processing","IMPC_ALZ_098_001","Others"
27666,"Showcase image","showcase_image","IMPC_ALZ_099_001","Imaging"
27667,"Date of Sacrifice","date_of_sacrifice","IMPC_ALZ_100_001","Others"
27668,"Date of Perfusion","date_of_perfusion","IMPC_ALZ_101_001","Others"
27669,"Epididymis","","IMPC_ALZ_102_001","Others"
27670,"Main olfactory bulb",NA,"IMPC_ALZ_103_001","Others"
27671,"Midbrain","","IMPC_ALZ_104_001","Brain"
27672,"Thalamus","","IMPC_ALZ_105_001","Others"
28488,"Number of signals","","IMPC_ECG_001_001","Others"
28489,"HR",NA,"IMPC_ECG_002_001","Others"
28490,"CV","","IMPC_ECG_003_001","Others"
28491,"RR","","IMPC_ECG_004_001","Others"
28492,"PQ","","IMPC_ECG_005_001","Others"
28493,"PR","","IMPC_ECG_006_001","Others"
28494,"QRS","","IMPC_ECG_007_001","Others"
28495,"ST","","IMPC_ECG_008_001","Others"
28496,"QTc","","IMPC_ECG_009_001","Others"
28497,"HRV","","IMPC_ECG_010_001","Others"
28498,"QTc Dispersion","","IMPC_ECG_011_001","Others"
28499,"Mean SR amplitude",NA,"IMPC_ECG_012_001","Others"
28500,"Mean R amplitude",NA,"IMPC_ECG_013_001","Others"
28501,"rMSSD","","IMPC_ECG_014_001","Others"
28502,"pNN5(6>ms)",NA,"IMPC_ECG_015_001","Others"
28503,"Equipment ID","","IMPC_ECG_016_001","General_and_Equipment"
28504,"Equipment Manufacturer","","IMPC_ECG_017_001","General_and_Equipment"
28505,"Equipment Model","","IMPC_ECG_018_001","General_and_Equipment"
28506,"Anesthetic","","IMPC_ECG_019_001","Others"
28507,"Experimenter ID","","IMPC_ECG_020_001","Others"
28508,"Noise level","","IMPC_ECG_021_001","Others"
28509,"Light level","","IMPC_ECG_022_001","Others"
28510,"Date equipment last calibrated","","IMPC_ECG_023_001","General_and_Equipment"
28511,"Analysis Software",NA,"IMPC_ECG_024_001","Others"
28512,"Waveform Image","","IMPC_ECG_025_001","Imaging"
28513,"Waveform Image Comment","Free text comment on the waveform image. Use parameterAssociation of the image parameter to link to this text.","IMPC_ECG_026_001","Imaging"
28674,"End-Systolic Diameter","","IMPC_ECH_001_001","Others"
28675,"End-Diastolic Diameter","","IMPC_ECH_002_001","Others"
28676,"Stroke Volume","","IMPC_ECH_003_001","Others"
28677,"Ejection Fraction","","IMPC_ECH_004_001","Others"
28678,"Fractional Shortening","","IMPC_ECH_005_001","Others"
28679,"Cardiac Output","","IMPC_ECH_006_001","Others"
28680,"LVAWd","","IMPC_ECH_007_001","Others"
28681,"LVIDd","","IMPC_ECH_008_001","Others"
28682,"LVPWd","","IMPC_ECH_009_001","Others"
28683,"LVAWs","","IMPC_ECH_010_001","Others"
28684,"LVIDs","","IMPC_ECH_011_001","Others"
28685,"LVPWs","","IMPC_ECH_012_001","Others"
28686,"HR",NA,"IMPC_ECH_013_001","Others"
28687,"Body Temp","","IMPC_ECH_014_001","Others"
28688,"VTI of aortic flow (Pulse wave doppler mode)","","IMPC_ECH_015_001","Others"
28689,"Aortic diameter (Dao)","","IMPC_ECH_016_001","Others"
28690,"Tpeak Tend Interval","","IMPC_ECH_017_001","Others"
28691,"Respiration Rate","","IMPC_ECH_018_001","Others"
28692,"Equipment ID","","IMPC_ECH_019_001","General_and_Equipment"
28693,"Equipment Manufacturer","","IMPC_ECH_020_001","General_and_Equipment"
28694,"Equipment Model","","IMPC_ECH_021_001","General_and_Equipment"
28695,"Anesthetic","","IMPC_ECH_022_001","Others"
28696,"Experimenter ID","","IMPC_ECH_023_001","Others"
28697,"Date equipment last calibrated","","IMPC_ECH_024_001","General_and_Equipment"
28698,"M-Mode Images","","IMPC_ECH_025_001","Imaging"
28829,"Response amplitude - BN","response_amplitude_bn","IMPC_ACS_001_001","Others"
28830,"Response amplitude - PP1","response_amplitude_pp1","IMPC_ACS_002_001","Others"
28831,"Response amplitude - PP2","response_amplitude_pp2","IMPC_ACS_003_001","Others"
28832,"Response amplitude - PP3","response_amplitude_pp3","IMPC_ACS_004_001","Others"
28833,"Response amplitude - PP4","response_amplitude_pp4","IMPC_ACS_005_001","Others"
28834,"Response amplitude - S","response_amplitude_s","IMPC_ACS_006_001","Others"
28835,"Response amplitude - PP1_S","response_amplitude_pp1_s","IMPC_ACS_007_001","Others"
28836,"Response amplitude - PP2_S","response_amplitude_pp2_s","IMPC_ACS_008_001","Others"
28837,"Response amplitude - PP3_S","response_amplitude_pp3_s","IMPC_ACS_009_001","Others"
28838,"Response amplitude - PP4_S","response_amplitude_pp4_s","IMPC_ACS_010_001","Others"
28839,"Light level in chamber","light_level_in_chamber","IMPC_ACS_011_001","Others"
28840,"Experimenter ID","experimenter","IMPC_ACS_014_001","Others"
28841,"Startle stimulus","startle_pulse","IMPC_ACS_015_001","Others"
28842,"Background noise","background_noise","IMPC_ACS_016_001","Others"
28843,"Pre-pulse stimulus 1","pre_pulse_stimulus_1","IMPC_ACS_017_001","Others"
28844,"Pre-pulse stimulus 2","pre_pulse_stimulus_2","IMPC_ACS_018_001","Others"
28845,"Pre-pulse stimulus 3","pre_pulse_stimulus_3","IMPC_ACS_019_001","Others"
28846,"Pre-pulse stimulus 4","pre_pulse_stimulus_4","IMPC_ACS_020_001","Others"
28847,"Inter-trial interval","inter_trial_interval","IMPC_ACS_021_001","Others"
28848,"Number of trials","number_of_trials","IMPC_ACS_022_001","Others"
28849,"In-chamber adapt time","in_chamber_adapt_time","IMPC_ACS_023_001","Others"
28850,"Stimulus order","stimulus_order","IMPC_ACS_024_001","Others"
28851,"Mouse chamber ID","mouse_chamber_id","IMPC_ACS_025_001","Others"
28852,"Equipment ID","equipment_name","IMPC_ACS_026_001","General_and_Equipment"
28853,"Equipment manufacturer","equipment_manufacturer","IMPC_ACS_027_001","General_and_Equipment"
28854,"Equipment model","equipment_model","IMPC_ACS_028_001","General_and_Equipment"
28855,"Software version","software_version","IMPC_ACS_029_001","Others"
28856,"Mouse chamber dimension","mouse_chamber_dimension","IMPC_ACS_030_001","Others"
28857,"Sound generator manufacturer","sound_generator","IMPC_ACS_031_001","Others"
28858,"Sound-proof box dimension","sound_proof_box_dimension","IMPC_ACS_032_001","Others"
28859,"% Pre-pulse inhibition - PPI1","_pre_pulse_inhibition_pp1","IMPC_ACS_033_001","Others"
28860,"% Pre-pulse inhibition - PPI2","_pre_pulse_inhibition_pp2","IMPC_ACS_034_001","Others"
28861,"% Pre-pulse inhibition - PPI3","_pre_pulse_inhibition_pp3","IMPC_ACS_035_001","Others"
28862,"% Pre-pulse inhibition - PPI4","_pre_pulse_inhibition_pp4","IMPC_ACS_036_001","Others"
28863,"% Pre-pulse inhibition - Global","_pre_pulse_inhibition_global","IMPC_ACS_037_001","Others"
28864,"Date equipment last calibrated","","IMPC_ACS_038_001","General_and_Equipment"
28865,"Inter PP-S stimulus interval","","IMPC_ACS_013_001","Others"
28866,"Sound generator model","","IMPC_ACS_039_001","Others"
29207,"Body weight","body_weight","IMPC_ABR_001_001","Weight_and_Body_Composition"
29208,"Click-evoked ABR threshold","click_evoked_abr_threshold","IMPC_ABR_002_001","Others"
29209,"Click-evoked ABR waveforms (numerical format)","click_evoked_abr_waveforms_numerical_format_","IMPC_ABR_003_001","Others"
29210,"6kHz-evoked ABR Threshold","6khz_evoked_abr_threshold","IMPC_ABR_004_001","Others"
29211,"6kHz-evoked ABR waveforms (numerical format)","6khz_evoked_abr_waveforms_numerical_format_","IMPC_ABR_005_001","Others"
29212,"12kHz-evoked ABR Threshold","12khz_evoked_abr_threshold","IMPC_ABR_006_001","Others"
29213,"12kHz-evoked ABR waveforms (numerical format)","12khz_evoked_abr_waveforms_numerical_format_","IMPC_ABR_007_001","Others"
29214,"18kHz-evoked ABR Threshold","18khz_evoked_abr_threshold","IMPC_ABR_008_001","Others"
29215,"18kHz-evoked ABR waveforms (numerical format)","18khz_evoked_abr_waveforms_numerical_format_","IMPC_ABR_009_001","Others"
29216,"24kHz-evoked ABR Threshold","24khz_evoked_abr_threshold","IMPC_ABR_010_001","Others"
29217,"24kHz-evoked ABR waveforms (numerical format)","24khz_evoked_abr_waveforms_numerical_format_","IMPC_ABR_011_001","Others"
29218,"30kHz-evoked ABR Threshold","30khz_evoked_abr_threshold","IMPC_ABR_012_001","Others"
29219,"30kHz-evoked ABR waveforms (numerical format)","30khz_evoked_abr_waveforms_numerical_format_","IMPC_ABR_013_001","Others"
29220,"Click-evoked + 6 to 30kHz tone waveforms (pdf format)","click_evoked_6_to_30khz_tone_waveforms_pdf_format_","IMPC_ABR_014_001","Others"
29221,"Audiograms","audiograms","IMPC_ABR_015_001","Others"
29222,"Preyer Reflex","preyer_reflex","IMPC_ABR_016_001","Others"
29223,"Click +20dB waveforms (numerical format)","click_20db_waveforms_numerical_format_","IMPC_ABR_017_001","Others"
29224,"Click +50dB waveforms (numerical format)","click_50db_waveforms_numerical_format_","IMPC_ABR_018_001","Others"
29225,"Click +20dB+50dB waveforms (pdf format)","click_20db_50db_waveforms_pdf_format_","IMPC_ABR_019_001","Others"
29226,"P1-N1 amplitude (at each stimulus level)","p1_n1_amplitude_at_each_stimulus_level_","IMPC_ABR_020_001","Others"
29227,"P3-N3 amplitude (at each stimulus level)","p3_n3_amplitude_at_each_stimulus_level_","IMPC_ABR_021_001","Others"
29228,"P1 Latency (at each stimulus level)","p1_latency_at_each_stimulus_level_","IMPC_ABR_022_001","Others"
29229,"N1 Latency (at each stimulus level)","n1_latency_at_each_stimulus_level_","IMPC_ABR_023_001","Others"
29230,"P3 Latency (at each stimulus level)","p3_latency_at_each_stimulus_level_","IMPC_ABR_024_001","Others"
29231,"N3 Latency (at each stimulus level)","n3_latency_at_each_stimulus_level_","IMPC_ABR_025_001","Others"
29232,"P1-P3 Interval (at each stimulus level)","p1_p3_interval_at_each_stimulus_level_","IMPC_ABR_026_001","Others"
29233,"N1-N3 Interval (at each stimulus level)","n1_n3_interval_at_each_stimulus_level_","IMPC_ABR_027_001","Others"
29234,"Range of test stimuli used","range_of_test_stimuli_used","IMPC_ABR_028_001","Others"
29235,"Range of stimulus levels used - Click","range_of_stimulus_levels_used_click","IMPC_ABR_029_001","Others"
29236,"Range of stimulus levels used - 6kHz","range_of_stimulus_levels_used_6khz","IMPC_ABR_030_001","Others"
29237,"Range of stimulus levels used - 12kHz","range_of_stimulus_levels_used_12khz","IMPC_ABR_031_001","Others"
29238,"Range of stimulus levels used - 18kHz","range_of_stimulus_levels_used_18khz","IMPC_ABR_032_001","Others"
29239,"Range of stimulus levels used - 24kHz","range_of_stimulus_levels_used_24khz","IMPC_ABR_033_001","Others"
29240,"Range of stimulus levels used - 30kHz","range_of_stimulus_levels_used_30khz","IMPC_ABR_034_001","Others"
29241,"Extension of stimulus levels","extension_of_stimulus_levels","IMPC_ABR_035_001","Others"
29242,"Stimulus level step size","stimulus_level_step_size","IMPC_ABR_036_001","Others"
29243,"Tone Pip Duration","tone_pip_duration","IMPC_ABR_037_001","Others"
29244,"Tone Pip rise/fall","tone_pip_rise_fall","IMPC_ABR_038_001","Others"
29245,"Repetition Rate","repetition_rate","IMPC_ABR_039_001","Others"
29246,"Number averages","number_averages","IMPC_ABR_040_001","Others"
29247,"Recording Environment","recording_environment","IMPC_ABR_041_001","Others"
29248,"Anesthetic agent 1","anesthetic_agent_1","IMPC_ABR_042_001","Others"
29249,"Anesthetic agent 2","anesthetic_agent_2","IMPC_ABR_043_001","Others"
29250,"Anesthetic agent 1 dosage","anesthetic_agent_1_dosage","IMPC_ABR_044_001","Others"
29251,"Anesthetic agent 2 dosage","anesthetic_agent_2_dosage","IMPC_ABR_045_001","Others"
29252,"Anesthetic administration route","anesthetic_administration_route","IMPC_ABR_046_001","Others"
29253,"Time of injection","time_of_injection","IMPC_ABR_048_001","Others"
29254,"Equipment ID","equipment_id","IMPC_ABR_049_001","General_and_Equipment"
29255,"Equipment manufacturer","equipment_manufacturer","IMPC_ABR_050_001","General_and_Equipment"
29256,"Equipment model","equipment_model","IMPC_ABR_051_001","General_and_Equipment"
29257,"Software","software","IMPC_ABR_052_001","Others"
29258,"Experimenter ID","experimenter_id","IMPC_ABR_053_001","Others"
29259,"Date equipment last calibrated","date_equipment_last_calibrated","IMPC_ABR_054_001","General_and_Equipment"
29774,"White blood cell count","white_blood_cell_count","IMPC_HEM_001_001","Blood"
29775,"Red blood cell count","red_blood_cell_count","IMPC_HEM_002_001","Blood"
29776,"Hemoglobin","hemoglobin","IMPC_HEM_003_001","Blood"
29777,"Hematocrit","hematocrit","IMPC_HEM_004_001","Others"
29778,"Mean cell volume","mean_cell_volume","IMPC_HEM_005_001","Others"
29779,"Mean corpuscular hemoglobin","mean_corpuscular_hemoglobin","IMPC_HEM_006_001","Blood"
29780,"Mean cell hemoglobin concentration","mean_cell_hemoglobin_concentration","IMPC_HEM_007_001","Blood"
29781,"Platelet count","platelet_count","IMPC_HEM_008_001","Others"
29782,"Equipment ID","equipment_name","IMPC_HEM_009_001","General_and_Equipment"
29783,"Equipment manufacturer","equipment_manufacturer","IMPC_HEM_010_001","General_and_Equipment"
29784,"Equipment model","equipment_model","IMPC_HEM_011_001","General_and_Equipment"
29785,"Anesthesia used for blood collection","anesthesia_used_for_blood_collection","IMPC_HEM_012_001","Blood"
29786,"Method of blood collection","method_of_blood_collection","IMPC_HEM_013_001","Blood"
29787,"Anticoagulant","anticoagulant","IMPC_HEM_014_001","Others"
29788,"Samples kept on ice between collection and analysis","samples_kept_on_ice_between_collection_and_analysis_","IMPC_HEM_018_001","Others"
29789,"ID for blood collection SOP","id_for_blood_collection_sop","IMPC_HEM_020_001","Blood"
29790,"Date and time of blood collection","date_and_time_of_blood_collection","IMPC_HEM_021_001","Blood"
29791,"Chip card number","chip_card_number","IMPC_HEM_023_001","Others"
29792,"Blood collection experimenter ID","","IMPC_HEM_024_001","Blood"
29793,"Date equipment last calibrated","","IMPC_HEM_025_001","General_and_Equipment"
29794,"Storage temperature from blood collection until measurement",NA,"IMPC_HEM_026_001","Blood"
29795,"Blood collection tubes","","IMPC_HEM_015_001","Blood"
29796,"Date and time of sacrifice","","IMPC_HEM_016_001","Others"
29797,"Blood analysis experimenter ID","","IMPC_HEM_017_001","Blood"
29798,"Mean platelet volume","","IMPC_HEM_019_001","Others"
29799,"Red blood cell distribution width","","IMPC_HEM_027_001","Blood"
29800,"Fight wounds","","IMPC_HEM_028_001","Others"
29801,"Neutrophil differential count","A white blood cell (WBC) count measures the number of white blood cells in your blood. A WBC differential determines the percentage of each type of white blood cell present in your blood. A differential can also detect immature white blood cells or any abnormalities, both of which are signs of a potential problem.","IMPC_HEM_029_001","Others"
29802,"Neutrophil cell count","A white blood cell (WBC) count measures the number of white blood cells in your blood. A WBC differential determines the percentage of each type of white blood cell present in your blood. A differential can also detect immature white blood cells or any abnormalities, both of which are signs of a potential problem.","IMPC_HEM_030_001","Others"
29803,"Lymphocyte differential count","A white blood cell (WBC) count measures the number of white blood cells in your blood. A WBC differential determines the percentage of each type of white blood cell present in your blood. A differential can also detect immature white blood cells or any abnormalities, both of which are signs of a potential problem.","IMPC_HEM_031_001","Immune"
29804,"Lymphocyte cell count","A white blood cell (WBC) count measures the number of white blood cells in your blood. A WBC differential determines the percentage of each type of white blood cell present in your blood. A differential can also detect immature white blood cells or any abnormalities, both of which are signs of a potential problem.","IMPC_HEM_032_001","Immune"
29805,"Monocyte differential count","A white blood cell (WBC) count measures the number of white blood cells in your blood. A WBC differential determines the percentage of each type of white blood cell present in your blood. A differential can also detect immature white blood cells or any abnormalities, both of which are signs of a potential problem.","IMPC_HEM_033_001","Others"
29806,"Monocyte cell count","A white blood cell (WBC) count measures the number of white blood cells in your blood. A WBC differential determines the percentage of each type of white blood cell present in your blood. A differential can also detect immature white blood cells or any abnormalities, both of which are signs of a potential problem.","IMPC_HEM_034_001","Others"
29807,"Eosinophil differential count","A white blood cell (WBC) count measures the number of white blood cells in your blood. A WBC differential determines the percentage of each type of white blood cell present in your blood. A differential can also detect immature white blood cells or any abnormalities, both of which are signs of a potential problem.","IMPC_HEM_035_001","Others"
29808,"Eosinophil cell count","A white blood cell (WBC) count measures the number of white blood cells in your blood. A WBC differential determines the percentage of each type of white blood cell present in your blood. A differential can also detect immature white blood cells or any abnormalities, both of which are signs of a potential problem.","IMPC_HEM_036_001","Others"
29809,"Basophil cell count","A white blood cell (WBC) count measures the number of white blood cells in your blood. A WBC differential determines the percentage of each type of white blood cell present in your blood. A differential can also detect immature white blood cells or any abnormalities, both of which are signs of a potential problem.","IMPC_HEM_037_001","Others"
29810,"Basophil differential count","A white blood cell (WBC) count measures the number of white blood cells in your blood. A WBC differential determines the percentage of each type of white blood cell present in your blood. A differential can also detect immature white blood cells or any abnormalities, both of which are signs of a potential problem.","IMPC_HEM_038_001","Others"
29811,"Large Unstained Cell (LUC) count","A white blood cell (WBC) count measures the number of white blood cells in your blood. A WBC differential determines the percentage of each type of white blood cell present in your blood. A differential can also detect immature white blood cells or any abnormalities, both of which are signs of a potential problem.","IMPC_HEM_039_001","Others"
29812,"Large Unstained Cell (LUC) differential count","","IMPC_HEM_040_001","Others"
29813,"Sample clotted","","IMPC_HEM_041_001","Others"
29814,"Service-related calibration start date","Harwell-required metadata parameter (req analysis) due to ADVIA analyser causing shift in data.  ","IMPC_HEM_042_001","Others"
29815,"LIH (Hemolysis Severity - available on AU analysers)","Copied from the same parameter in Clinical Blood Chemistry, as the same blood samples are used for both procedures, and the level of hemolysis has an effect on the results of hematology as well as CBC","IMPC_HEM_043_001","Others"
30278,"Sodium","sodium","IMPC_CBC_001_001","Others"
30279,"Potassium","potassium","IMPC_CBC_002_001","Others"
30280,"Chloride","chloride","IMPC_CBC_003_001","Others"
30281,"Urea (Blood Urea Nitrogen - BUN)","urea","IMPC_CBC_004_001","Blood"
30282,"Creatinine","creatinine_enzymatic_method_preferred_","IMPC_CBC_005_001","Others"
30283,"Total protein","total_protein","IMPC_CBC_006_001","Others"
30284,"Albumin","albumin","IMPC_CBC_007_001","Others"
30285,"Total bilirubin","total_bilirubin","IMPC_CBC_008_001","Others"
30286,"Calcium","calcium","IMPC_CBC_009_001","Others"
30287,"Phosphorus","phosphate","IMPC_CBC_010_001","Others"
30288,"Iron","iron","IMPC_CBC_011_001","Others"
30289,"Aspartate aminotransferase","aspartate_aminotransferase","IMPC_CBC_012_001","Others"
30290,"Alanine aminotransferase","alanine_aminotransferase","IMPC_CBC_013_001","Others"
30291,"Alkaline phosphatase","alkaline_phosphatase","IMPC_CBC_014_001","Others"
30292,"Total cholesterol","total_cholesterol","IMPC_CBC_015_001","Others"
30293,"HDL-cholesterol","hdl_cholesterol","IMPC_CBC_016_001","Others"
30294,"Triglycerides","triglycerides","IMPC_CBC_017_001","Others"
30295,"Glucose","glucose","IMPC_CBC_018_001","Metabolic"
30296,"LIH (Hemolysis Severity - available on AU analysers)","lih_hemolysis_severity_available_on_au_analysers_","IMPC_CBC_019_001","Others"
30297,"Fructosamine","fructosamine","IMPC_CBC_020_001","Others"
30298,"Lipase","lipase","IMPC_CBC_021_001","Others"
30299,"Lactate dehydrogenase","lactate_dehydrogenase","IMPC_CBC_022_001","Others"
30300,"Alpha-amylase","alpha_amylase","IMPC_CBC_023_001","Others"
30301,"UIBC (unsaturated iron binding capacity)","uibc_unsaturated_iron_binding_capacity_","IMPC_CBC_024_001","Others"
30302,"LDL-cholesterol","ldl_cholesterol","IMPC_CBC_025_001","Others"
30303,"Free fatty acids","free_fatty_acids","IMPC_CBC_026_001","Others"
30304,"Glycerol","glycerol","IMPC_CBC_027_001","Others"
30305,"Creatine kinase","creatine_kinase","IMPC_CBC_028_001","Others"
30306,"Uric acid","uric_acid","IMPC_CBC_029_001","Others"
30307,"Ferritin","ferritin","IMPC_CBC_030_001","Others"
30308,"Transferrin","transferrin","IMPC_CBC_031_001","Others"
30309,"C-reactive protein","c_reactive_protein","IMPC_CBC_032_001","Others"
30310,"Equipment ID","equipment_name","IMPC_CBC_033_001","General_and_Equipment"
30311,"Equipment manufacturer","equipment_manufacturer","IMPC_CBC_034_001","General_and_Equipment"
30312,"Equipment model","equipment_model","IMPC_CBC_035_001","General_and_Equipment"
